Date,Symbol,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,,RELIANCE.NS,TATAMOTORS.NS,ZYDUSLIFE.NS,GESHIP.NS,BAJAJFINSV.NS,IREDA.NS,ASHOKA.NS,NTPC.NS,POWERGRID.NS,TATAPOWER.NS,ADANIGREEN.NS,JSWENERGY.NS,ICICIGI.NS,SHRIRAMFIN.NS,LUPIN.NS,AMBUJACEM.NS,MARICO.NS,KOTAKBANK.NS,GODREJCP.NS,SHREECEM.NS,CONCOR.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,TCS.NS,ITC.NS,HINDUNILVR.NS,SBIN.NS,LT.NS,AXISBANK.NS,BHARTIARTL.NS,HCLTECH.NS,SUNPHARMA.NS,ASIANPAINT.NS,ULTRACEMCO.NS,BAJFINANCE.NS,NESTLEIND.NS,M&M.NS,BRITANNIA.NS,EICHERMOT.NS,RELIANCE.NS,TATAMOTORS.NS,ZYDUSLIFE.NS,GESHIP.NS,BAJAJFINSV.NS,IREDA.NS,ASHOKA.NS,NTPC.NS,POWERGRID.NS,TATAPOWER.NS,ADANIGREEN.NS,JSWENERGY.NS,ICICIGI.NS,SHRIRAMFIN.NS,LUPIN.NS,AMBUJACEM.NS,MARICO.NS,KOTAKBANK.NS,GODREJCP.NS,SHREECEM.NS,CONCOR.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,TCS.NS,ITC.NS,HINDUNILVR.NS,SBIN.NS,LT.NS,AXISBANK.NS,BHARTIARTL.NS,HCLTECH.NS,SUNPHARMA.NS,ASIANPAINT.NS,ULTRACEMCO.NS,BAJFINANCE.NS,NESTLEIND.NS,M&M.NS,BRITANNIA.NS,EICHERMOT.NS,RELIANCE.NS,TATAMOTORS.NS,ZYDUSLIFE.NS,GESHIP.NS,BAJAJFINSV.NS,IREDA.NS,ASHOKA.NS,NTPC.NS,POWERGRID.NS,TATAPOWER.NS,ADANIGREEN.NS,JSWENERGY.NS,ICICIGI.NS,SHRIRAMFIN.NS,LUPIN.NS,AMBUJACEM.NS,MARICO.NS,KOTAKBANK.NS,GODREJCP.NS,SHREECEM.NS,CONCOR.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,TCS.NS,ITC.NS,HINDUNILVR.NS,SBIN.NS,LT.NS,AXISBANK.NS,BHARTIARTL.NS,HCLTECH.NS,SUNPHARMA.NS,ASIANPAINT.NS,ULTRACEMCO.NS,BAJFINANCE.NS,NESTLEIND.NS,M&M.NS,BRITANNIA.NS,EICHERMOT.NS,RELIANCE.NS,TATAMOTORS.NS,ZYDUSLIFE.NS,GESHIP.NS,BAJAJFINSV.NS,IREDA.NS,ASHOKA.NS,NTPC.NS,POWERGRID.NS,TATAPOWER.NS,ADANIGREEN.NS,JSWENERGY.NS,ICICIGI.NS,SHRIRAMFIN.NS,LUPIN.NS,AMBUJACEM.NS,MARICO.NS,KOTAKBANK.NS,GODREJCP.NS,SHREECEM.NS,CONCOR.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,TCS.NS,ITC.NS,HINDUNILVR.NS,SBIN.NS,LT.NS,AXISBANK.NS,BHARTIARTL.NS,HCLTECH.NS,SUNPHARMA.NS,ASIANPAINT.NS,ULTRACEMCO.NS,BAJFINANCE.NS,NESTLEIND.NS,M&M.NS,BRITANNIA.NS,EICHERMOT.NS,RELIANCE.NS,TATAMOTORS.NS,ZYDUSLIFE.NS,GESHIP.NS,BAJAJFINSV.NS,IREDA.NS,ASHOKA.NS,NTPC.NS,POWERGRID.NS,TATAPOWER.NS,ADANIGREEN.NS,JSWENERGY.NS,ICICIGI.NS,SHRIRAMFIN.NS,LUPIN.NS,AMBUJACEM.NS,MARICO.NS,KOTAKBANK.NS,GODREJCP.NS,SHREECEM.NS,CONCOR.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,TCS.NS,ITC.NS,HINDUNILVR.NS,SBIN.NS,LT.NS,AXISBANK.NS,BHARTIARTL.NS,HCLTECH.NS,SUNPHARMA.NS,ASIANPAINT.NS,ULTRACEMCO.NS,BAJFINANCE.NS,NESTLEIND.NS,M&M.NS,BRITANNIA.NS,EICHERMOT.NS
2024-07-04,RELIANCE.NS,1551.7334674566494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.1979513412318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.5544875401463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548.7685546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6837176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,RELIANCE.NS,1548.5691274238031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.0930625872904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.763879189944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.25146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12269710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,RELIANCE.NS,1583.6252127309062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.3582879590508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.172138728573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.4849853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,RELIANCE.NS,1592.1960483401444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.0862633393444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.1539139068004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.8958740234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6960002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10,RELIANCE.NS,1589.6049108909244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.0964546384023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.8626678795374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578.8663330078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7134578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-11,RELIANCE.NS,1582.130272301782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.8236153323678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565.1877748976055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.303466796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11940946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-12,RELIANCE.NS,1579.1404717419714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.7206480087468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.174296470643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.3240966796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12924784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-15,RELIANCE.NS,1599.0229249170825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.4182137709945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.1370716514475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.8223876953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-16,RELIANCE.NS,1588.1099868423498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.588000594766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.817435270789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.9183349609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9386838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
